luke_center_ref,matt_center_ref,luke_window_refs,matt_window_refs,rank,window_score
Luke 1:19,Matt 13:41,Luke 1:18 | Luke 1:19 | Luke 1:20,Matt 13:40 | Matt 13:41 | Matt 13:42,6,0.069063
Luke 1:19,Matt 4:6,Luke 1:18 | Luke 1:19 | Luke 1:20,Matt 4:5 | Matt 4:6 | Matt 4:7,7,0.068199
Luke 1:19,Matt 25:40,Luke 1:18 | Luke 1:19 | Luke 1:20,Matt 25:39 | Matt 25:40 | Matt 25:41,8,0.065942
Luke 1:19,Matt 15:24,Luke 1:18 | Luke 1:19 | Luke 1:20,Matt 15:23 | Matt 15:24 | Matt 15:25,9,0.059710
Luke 1:19,Matt 11:4,Luke 1:18 | Luke 1:19 | Luke 1:20,Matt 11:3 | Matt 11:4 | Matt 11:5,10,0.058377
Luke 1:20,Matt 21:32,Luke 1:19 | Luke 1:20 | Luke 1:21,Matt 21:31 | Matt 21:32 | Matt 21:35,1,0.121585
Luke 1:20,Matt 10:28,Luke 1:19 | Luke 1:20 | Luke 1:21,Matt 10:27 | Matt 10:28 | Matt 10:29,2,0.093649
Luke 1:20,Matt 21:4,Luke 1:19 | Luke 1:20 | Luke 1:21,Matt 20:34 | Matt 21:4 | Matt 21:5,3,0.082059
Luke 1:20,Matt 24:26,Luke 1:19 | Luke 1:20 | Luke 1:21,Matt 24:25 | Matt 24:26 | Matt 24:27,4,0.076452
Luke 1:20,Matt 9:28,Luke 1:19 | Luke 1:20 | Luke 1:21,Matt 9:27 | Matt 9:28 | Matt 9:29,5,0.074416
Luke 1:20,Matt 12:37,Luke 1:19 | Luke 1:20 | Luke 1:21,Matt 12:36 | Matt 12:37 | Matt 12:38,6,0.071215
Luke 1:20,Matt 1:22,Luke 1:19 | Luke 1:20 | Luke 1:21,Matt 1:21 | Matt 1:22 | Matt 1:23,7,0.067729
Luke 1:20,Matt 12:34,Luke 1:19 | Luke 1:20 | Luke 1:21,Matt 12:33 | Matt 12:34 | Matt 12:35,8,0.067110
Luke 1:20,Matt 26:1,Luke 1:19 | Luke 1:20 | Luke 1:21,Matt 25:46 | Matt 26:1 | Matt 26:2,9,0.066717
Luke 1:20,Matt 12:36,Luke 1:19 | Luke 1:20 | Luke 1:21,Matt 12:35 | Matt 12:36 | Matt 12:37,10,0.066708
Luke 1:21,Matt 23:16,Luke 1:20 | Luke 1:21 | Luke 1:22,Matt 23:15 | Matt 23:16 | Matt 23:17,1,0.118005
Luke 1:21,Matt 11:3,Luke 1:20 | Luke 1:21 | Luke 1:22,Matt 11:2 | Matt 11:3 | Matt 11:4,2,0.111673
Luke 1:21,Matt 23:21,Luke 1:20 | Luke 1:21 | Luke 1:22,Matt 23:20 | Matt 23:21 | Matt 23:22,3,0.105023
Luke 1:21,Matt 24:48,Luke 1:20 | Luke 1:21 | Luke 1:22,Matt 24:47 | Matt 24:48 | Matt 24:49,4,0.096960
Luke 1:21,Matt 25:5,Luke 1:20 | Luke 1:21 | Luke 1:22,Matt 25:4 | Matt 25:5 | Matt 25:6,5,0.090432
Luke 1:21,Matt 23:35,Luke 1:20 | Luke 1:21 | Luke 1:22,Matt 23:34 | Matt 23:35 | Matt 23:36,6,0.079404
Luke 1:21,Matt 27:5,Luke 1:20 | Luke 1:21 | Luke 1:22,Matt 27:4 | Matt 27:5 | Matt 27:6,7,0.076281
Luke 1:21,Matt 22:22,Luke 1:20 | Luke 1:21 | Luke 1:22,Matt 22:19 | Matt 22:22 | Matt 22:26,8,0.075728
Luke 1:21,Matt 23:17,Luke 1:20 | Luke 1:21 | Luke 1:22,Matt 23:16 | Matt 23:17 | Matt 23:18,9,0.072257
Luke 1:21,Matt 24:50,Luke 1:20 | Luke 1:21 | Luke 1:22,Matt 24:49 | Matt 24:50 | Matt 24:51,10,0.069900
Luke 1:22,Matt 12:22,Luke 1:21 | Luke 1:22 | Luke 1:23,Matt 12:21 | Matt 12:22 | Matt 12:23,1,0.108786
Luke 1:22,Matt 17:16,Luke 1:21 | Luke 1:22 | Luke 1:23,Matt 17:15 | Matt 17:16 | Matt 17:18,2,0.107421
Luke 1:22,Matt 7:20,Luke 1:21 | Luke 1:22 | Luke 1:23,Matt 7:19 | Matt 7:20 | Matt 7:21,3,0.092475
Luke 1:22,Matt 9:32,Luke 1:21 | Luke 1:22 | Luke 1:23,Matt 9:31 | Matt 9:32 | Matt 9:33,4,0.089525
Luke 1:22,Matt 23:16,Luke 1:21 | Luke 1:22 | Luke 1:23,Matt 23:15 | Matt 23:16 | Matt 23:17,5,0.086223
Luke 1:22,Matt 23:21,Luke 1:21 | Luke 1:22 | Luke 1:23,Matt 23:20 | Matt 23:21 | Matt 23:22,6,0.081337
Luke 1:22,Matt 5:14,Luke 1:21 | Luke 1:22 | Luke 1:23,Matt 5:13 | Matt 5:14 | Matt 5:15,7,0.074521
Luke 1:22,Matt 5:36,Luke 1:21 | Luke 1:22 | Luke 1:23,Matt 5:35 | Matt 5:36 | Matt 5:37,8,0.070453
Luke 1:22,Matt 9:33,Luke 1:21 | Luke 1:22 | Luke 1:23,Matt 9:32 | Matt 9:33 | Matt 9:35,9,0.068986
Luke 1:22,Matt 12:34,Luke 1:21 | Luke 1:22 | Luke 1:23,Matt 12:33 | Matt 12:34 | Matt 12:35,10,0.065960
Luke 1:23,Matt 9:7,Luke 1:22 | Luke 1:23 | Luke 1:24,Matt 9:4 | Matt 9:7 | Matt 9:8,1,0.352074
Luke 1:23,Matt 23:38,Luke 1:22 | Luke 1:23 | Luke 1:24,Matt 23:37 | Matt 23:38 | Matt 23:39,2,0.087884
Luke 1:23,Matt 22:22,Luke 1:22 | Luke 1:23 | Luke 1:24,Matt 22:19 | Matt 22:22 | Matt 22:26,3,0.087698
Luke 1:23,Matt 22:10,Luke 1:22 | Luke 1:23 | Luke 1:24,Matt 22:9 | Matt 22:10 | Matt 22:11,4,0.070332
Luke 1:23,Matt 8:18,Luke 1:22 | Luke 1:23 | Luke 1:24,Matt 8:17 | Matt 8:18 | Matt 8:19,5,0.068361
Luke 1:23,Matt 26:2,Luke 1:22 | Luke 1:23 | Luke 1:24,Matt 26:1 | Matt 26:2 | Matt 26:3,6,0.067967
Luke 1:23,Matt 24:38,Luke 1:22 | Luke 1:23 | Luke 1:24,Matt 24:37 | Matt 24:38 | Matt 24:39,7,0.066497
Luke 1:23,Matt 28:4,Luke 1:22 | Luke 1:23 | Luke 1:24,Matt 28:3 | Matt 28:4 | Matt 28:5,8,0.058000
Luke 1:23,Matt 24:37,Luke 1:22 | Luke 1:23 | Luke 1:24,Matt 24:28 | Matt 24:37 | Matt 24:38,9,0.057182
Luke 1:23,Matt 28:10,Luke 1:22 | Luke 1:23 | Luke 1:24,Matt 28:9 | Matt 28:10 | Matt 28:11,10,0.056441
Luke 1:24,Matt 25:2,Luke 1:23 | Luke 1:24 | Luke 1:25,Matt 25:1 | Matt 25:2 | Matt 25:3,1,0.106479
Luke 1:24,Matt 25:16,Luke 1:23 | Luke 1:24 | Luke 1:25,Matt 25:15 | Matt 25:16 | Matt 25:17,2,0.090859
Luke 1:24,Matt 25:20,Luke 1:23 | Luke 1:24 | Luke 1:25,Matt 25:19 | Matt 25:20 | Matt 25:21,3,0.087401
Luke 1:24,Matt 22:27,Luke 1:23 | Luke 1:24 | Luke 1:25,Matt 22:26 | Matt 22:27 | Matt 22:34,4,0.054519
Luke 1:24,Matt 1:24,Luke 1:23 | Luke 1:24 | Luke 1:25,Matt 1:23 | Matt 1:24 | Matt 1:25,5,0.045958
Luke 1:24,Matt 19:10,Luke 1:23 | Luke 1:24 | Luke 1:25,Matt 19:8 | Matt 19:10 | Matt 19:11,6,0.044454
Luke 1:24,Matt 27:19,Luke 1:23 | Luke 1:24 | Luke 1:25,Matt 27:17 | Matt 27:19 | Matt 27:20,7,0.042962
Luke 1:24,Matt 20:12,Luke 1:23 | Luke 1:24 | Luke 1:25,Matt 20:11 | Matt 20:12 | Matt 20:13,8,0.042831
Luke 1:24,Matt 25:15,Luke 1:23 | Luke 1:24 | Luke 1:25,Matt 25:14 | Matt 25:15 | Matt 25:16,9,0.041026
Luke 1:24,Matt 28:5,Luke 1:23 | Luke 1:24 | Luke 1:25,Matt 28:4 | Matt 28:5 | Matt 28:8,10,0.040918
Luke 1:25,Matt 24:46,Luke 1:24 | Luke 1:25 | Luke 1:26,Matt 24:45 | Matt 24:46 | Matt 24:47,1,0.151100
Luke 1:25,Matt 24:37,Luke 1:24 | Luke 1:25 | Luke 1:26,Matt 24:28 | Matt 24:37 | Matt 24:38,2,0.080378
Luke 1:25,Matt 7:12,Luke 1:24 | Luke 1:25 | Luke 1:26,Matt 7:11 | Matt 7:12 | Matt 7:13,3,0.078584
Luke 1:25,Matt 24:50,Luke 1:24 | Luke 1:25 | Luke 1:26,Matt 24:49 | Matt 24:50 | Matt 24:51,4,0.073769
Luke 1:25,Matt 11:26,Luke 1:24 | Luke 1:25 | Luke 1:26,Matt 11:25 | Matt 11:26 | Matt 11:27,5,0.064421
Luke 1:25,Matt 20:12,Luke 1:24 | Luke 1:25 | Luke 1:26,Matt 20:11 | Matt 20:12 | Matt 20:13,6,0.060122
Luke 1:25,Matt 7:21,Luke 1:24 | Luke 1:25 | Luke 1:26,Matt 7:20 | Matt 7:21 | Matt 7:22,7,0.059788
Luke 1:25,Matt 25:40,Luke 1:24 | Luke 1:25 | Luke 1:26,Matt 25:39 | Matt 25:40 | Matt 25:41,8,0.054834
Luke 1:25,Matt 12:36,Luke 1:24 | Luke 1:25 | Luke 1:26,Matt 12:35 | Matt 12:36 | Matt 12:37,9,0.053832
Luke 1:25,Matt 7:17,Luke 1:24 | Luke 1:25 | Luke 1:26,Matt 7:16 | Matt 7:17 | Matt 7:18,10,0.053290
Luke 1:26,Matt 21:11,Luke 1:25 | Luke 1:26 | Luke 1:27,Matt 21:10 | Matt 21:11 | Matt 21:14,1,0.127405
Luke 1:26,Matt 13:41,Luke 1:25 | Luke 1:26 | Luke 1:27,Matt 13:40 | Matt 13:41 | Matt 13:42,2,0.078402
Luke 1:26,Matt 23:34,Luke 1:25 | Luke 1:26 | Luke 1:27,Matt 23:33 | Matt 23:34 | Matt 23:35,3,0.071445
Luke 1:26,Matt 10:5,Luke 1:25 | Luke 1:26 | Luke 1:27,Matt 10:1 | Matt 10:5 | Matt 10:6,4,0.065512
Luke 1:26,Matt 4:12,Luke 1:25 | Luke 1:26 | Luke 1:27,Matt 4:11 | Matt 4:12 | Matt 4:13,5,0.060322
Luke 1:26,Matt 20:5,Luke 1:25 | Luke 1:26 | Luke 1:27,Matt 20:4 | Matt 20:5 | Matt 20:6,6,0.059152
Luke 1:26,Matt 10:23,Luke 1:25 | Luke 1:26 | Luke 1:27,Matt 10:16 | Matt 10:23 | Matt 10:24,7,0.058756
Luke 1:26,Matt 28:16,Luke 1:25 | Luke 1:26 | Luke 1:27,Matt 28:15 | Matt 28:16 | Matt 28:17,8,0.051140
Luke 1:26,Matt 27:55,Luke 1:25 | Luke 1:26 | Luke 1:27,Matt 27:54 | Matt 27:55 | Matt 27:57,9,0.049871
Luke 1:26,Matt 7:22,Luke 1:25 | Luke 1:26 | Luke 1:27,Matt 7:21 | Matt 7:22 | Matt 7:23,10,0.048981
Luke 1:27,Matt 1:23,Luke 1:26 | Luke 1:27 | Luke 1:28,Matt 1:22 | Matt 1:23 | Matt 1:24,1,0.153862
Luke 1:27,Matt 25:7,Luke 1:26 | Luke 1:27 | Luke 1:28,Matt 25:6 | Matt 25:7 | Matt 25:8,2,0.132308
Luke 1:27,Matt 25:11,Luke 1:26 | Luke 1:27 | Luke 1:28,Matt 25:10 | Matt 25:11 | Matt 25:14,3,0.112448
Luke 1:27,Matt 12:21,Luke 1:26 | Luke 1:27 | Luke 1:28,Matt 12:20 | Matt 12:21 | Matt 12:22,4,0.103771
Luke 1:27,Matt 25:1,Luke 1:26 | Luke 1:27 | Luke 1:28,Matt 24:51 | Matt 25:1 | Matt 25:2,5,0.092825
Luke 1:27,Matt 7:22,Luke 1:26 | Luke 1:27 | Luke 1:28,Matt 7:21 | Matt 7:22 | Matt 7:23,6,0.087918
Luke 1:27,Matt 28:19,Luke 1:26 | Luke 1:27 | Luke 1:28,Matt 28:18 | Matt 28:19 | Matt 28:20,7,0.073920
Luke 1:27,Matt 1:25,Luke 1:26 | Luke 1:27 | Luke 1:28,Matt 1:24 | Matt 1:25 | Matt 2:1,8,0.073855
Luke 1:27,Matt 1:18,Luke 1:26 | Luke 1:27 | Luke 1:28,Matt 1:17 | Matt 1:18 | Matt 1:19,9,0.071563
Luke 1:27,Matt 6:9,Luke 1:26 | Luke 1:27 | Luke 1:28,Matt 6:8 | Matt 6:9 | Matt 6:10,10,0.071051
Luke 1:28,Matt 28:9,Luke 1:27 | Luke 1:28 | Luke 1:29,Matt 28:8 | Matt 28:9 | Matt 28:10,1,0.167408
Luke 1:28,Matt 18:13,Luke 1:27 | Luke 1:28 | Luke 1:29,Matt 18:12 | Matt 18:13 | Matt 18:14,2,0.134301
Luke 1:28,Matt 23:13,Luke 1:27 | Luke 1:28 | Luke 1:29,Matt 23:12 | Matt 23:13 | Matt 23:15,3,0.088701
Luke 1:28,Matt 7:21,Luke 1:27 | Luke 1:28 | Luke 1:29,Matt 7:20 | Matt 7:21 | Matt 7:22,4,0.084255
Luke 1:28,Matt 25:23,Luke 1:27 | Luke 1:28 | Luke 1:29,Matt 25:22 | Matt 25:23 | Matt 25:24,5,0.074411
Luke 1:28,Matt 25:21,Luke 1:27 | Luke 1:28 | Luke 1:29,Matt 25:20 | Matt 25:21 | Matt 25:22,6,0.074411
Luke 1:28,Matt 2:10,Luke 1:27 | Luke 1:28 | Luke 1:29,Matt 2:9 | Matt 2:10 | Matt 2:11,7,0.073835
Luke 1:28,Matt 5:12,Luke 1:27 | Luke 1:28 | Luke 1:29,Matt 5:11 | Matt 5:12 | Matt 5:13,8,0.065202
Luke 1:28,Matt 21:10,Luke 1:27 | Luke 1:28 | Luke 1:29,Matt 21:7 | Matt 21:10 | Matt 21:11,9,0.063195
Luke 1:28,Matt 10:12,Luke 1:27 | Luke 1:28 | Luke 1:29,Matt 10:11 | Matt 10:12 | Matt 10:13,10,0.061667
Luke 1:29,Matt 23:7,Luke 1:28 | Luke 1:29 | Luke 1:30,Matt 23:5 | Matt 23:7 | Matt 23:8,1,0.106973
Luke 1:29,Matt 12:37,Luke 1:28 | Luke 1:29 | Luke 1:30,Matt 12:36 | Matt 12:37 | Matt 12:38,2,0.094383
Luke 1:29,Matt 5:37,Luke 1:28 | Luke 1:29 | Luke 1:30,Matt 5:36 | Matt 5:37 | Matt 5:38,3,0.082598
Luke 1:29,Matt 19:11,Luke 1:28 | Luke 1:29 | Luke 1:30,Matt 19:10 | Matt 19:11 | Matt 19:12,4,0.069076
Luke 1:29,Matt 26:1,Luke 1:28 | Luke 1:29 | Luke 1:30,Matt 25:46 | Matt 26:1 | Matt 26:2,5,0.067284
Luke 1:29,Matt 7:28,Luke 1:28 | Luke 1:29 | Luke 1:30,Matt 7:27 | Matt 7:28 | Matt 8:1,6,0.066761
Luke 1:29,Matt 13:38,Luke 1:28 | Luke 1:29 | Luke 1:30,Matt 13:37 | Matt 13:38 | Matt 13:39,7,0.057241
Luke 1:29,Matt 7:26,Luke 1:28 | Luke 1:29 | Luke 1:30,Matt 7:25 | Matt 7:26 | Matt 7:27,8,0.055126
Luke 1:29,Matt 7:24,Luke 1:28 | Luke 1:29 | Luke 1:30,Matt 7:23 | Matt 7:24 | Matt 7:25,9,0.054572
Luke 1:29,Matt 28:15,Luke 1:28 | Luke 1:29 | Luke 1:30,Matt 28:14 | Matt 28:15 | Matt 28:16,10,0.051957
Luke 1:30,Matt 28:5,Luke 1:29 | Luke 1:30 | Luke 1:31,Matt 28:4 | Matt 28:5 | Matt 28:8,1,0.167002
Luke 1:30,Matt 17:7,Luke 1:29 | Luke 1:30 | Luke 1:31,Matt 17:6 | Matt 17:7 | Matt 17:13,2,0.146564
Luke 1:30,Matt 10:31,Luke 1:29 | Luke 1:30 | Luke 1:31,Matt 10:30 | Matt 10:31 | Matt 10:32,3,0.128962
Luke 1:30,Matt 18:10,Luke 1:29 | Luke 1:30 | Luke 1:31,Matt 18:7 | Matt 18:10 | Matt 18:12,4,0.111594
Luke 1:30,Matt 10:28,Luke 1:29 | Luke 1:30 | Luke 1:31,Matt 10:27 | Matt 10:28 | Matt 10:29,5,0.110191
Luke 1:30,Matt 28:10,Luke 1:29 | Luke 1:30 | Luke 1:31,Matt 28:9 | Matt 28:10 | Matt 28:11,6,0.108340
Luke 1:30,Matt 1:20,Luke 1:29 | Luke 1:30 | Luke 1:31,Matt 1:19 | Matt 1:20 | Matt 1:21,7,0.103320
Luke 1:30,Matt 10:26,Luke 1:29 | Luke 1:30 | Luke 1:31,Matt 10:25 | Matt 10:26 | Matt 10:27,8,0.094007
Luke 1:30,Matt 4:6,Luke 1:29 | Luke 1:30 | Luke 1:31,Matt 4:5 | Matt 4:6 | Matt 4:7,9,0.075926
Luke 1:30,Matt 9:8,Luke 1:29 | Luke 1:30 | Luke 1:31,Matt 9:7 | Matt 9:8 | Matt 9:18,10,0.068769
Luke 1:31,Matt 1:25,Luke 1:30 | Luke 1:31 | Luke 1:32,Matt 1:24 | Matt 1:25 | Matt 2:1,1,0.598505
Luke 1:31,Matt 1:21,Luke 1:30 | Luke 1:31 | Luke 1:32,Matt 1:20 | Matt 1:21 | Matt 1:22,2,0.499258
Luke 1:31,Matt 1:23,Luke 1:30 | Luke 1:31 | Luke 1:32,Matt 1:22 | Matt 1:23 | Matt 1:24,3,0.431884
Luke 1:31,Matt 12:21,Luke 1:30 | Luke 1:31 | Luke 1:32,Matt 12:20 | Matt 12:21 | Matt 12:22,4,0.100854
Luke 1:31,Matt 22:3,Luke 1:30 | Luke 1:31 | Luke 1:32,Matt 22:2 | Matt 22:3 | Matt 22:4,5,0.085657
Luke 1:31,Matt 28:19,Luke 1:30 | Luke 1:31 | Luke 1:32,Matt 28:18 | Matt 28:19 | Matt 28:20,6,0.078448
Luke 1:31,Matt 1:18,Luke 1:30 | Luke 1:31 | Luke 1:32,Matt 1:17 | Matt 1:18 | Matt 1:19,7,0.077230
Luke 1:31,Matt 5:9,Luke 1:30 | Luke 1:31 | Luke 1:32,Matt 5:8 | Matt 5:9 | Matt 5:10,8,0.071594
Luke 1:31,Matt 22:45,Luke 1:30 | Luke 1:31 | Luke 1:32,Matt 22:43 | Matt 22:45 | Matt 23:1,9,0.070710
Luke 1:31,Matt 23:7,Luke 1:30 | Luke 1:31 | Luke 1:32,Matt 23:5 | Matt 23:7 | Matt 23:8,10,0.062579
Luke 1:32,Matt 22:38,Luke 1:31 | Luke 1:32 | Luke 1:33,Matt 22:36 | Matt 22:38 | Matt 22:40,1,0.195522
Luke 1:32,Matt 22:45,Luke 1:31 | Luke 1:32 | Luke 1:33,Matt 22:43 | Matt 22:45 | Matt 23:1,2,0.148676
Luke 1:32,Matt 18:4,Luke 1:31 | Luke 1:32 | Luke 1:33,Matt 18:1 | Matt 18:4 | Matt 18:7,3,0.144326
Luke 1:32,Matt 12:23,Luke 1:31 | Luke 1:32 | Luke 1:33,Matt 12:22 | Matt 12:23 | Matt 12:28,4,0.131114
Luke 1:32,Matt 22:43,Luke 1:31 | Luke 1:32 | Luke 1:33,Matt 22:41 | Matt 22:43 | Matt 22:45,5,0.107963
Luke 1:32,Matt 23:22,Luke 1:31 | Luke 1:32 | Luke 1:33,Matt 23:21 | Matt 23:22 | Matt 23:23,6,0.099547
Luke 1:32,Matt 4:7,Luke 1:31 | Luke 1:32 | Luke 1:33,Matt 4:6 | Matt 4:7 | Matt 4:8,7,0.096035
Luke 1:32,Matt 5:34,Luke 1:31 | Luke 1:32 | Luke 1:33,Matt 5:33 | Matt 5:34 | Matt 5:35,8,0.088586
Luke 1:32,Matt 23:9,Luke 1:31 | Luke 1:32 | Luke 1:33,Matt 23:8 | Matt 23:9 | Matt 23:10,9,0.087702
Luke 1:32,Matt 19:28,Luke 1:31 | Luke 1:32 | Luke 1:33,Matt 19:20 | Matt 19:28 | Matt 20:1,10,0.087585
Luke 1:33,Matt 9:7,Luke 1:32 | Luke 1:33 | Luke 1:34,Matt 9:4 | Matt 9:7 | Matt 9:8,1,0.095510
Luke 1:33,Matt 1:2,Luke 1:32 | Luke 1:33 | Luke 1:34,Matt 1:1 | Matt 1:2 | Matt 1:3,2,0.091121
Luke 1:33,Matt 10:24,Luke 1:32 | Luke 1:33 | Luke 1:34,Matt 10:23 | Matt 10:24 | Matt 10:25,3,0.080849
Luke 1:33,Matt 8:11,Luke 1:32 | Luke 1:33 | Luke 1:34,Matt 8:10 | Matt 8:11 | Matt 8:12,4,0.079691
Luke 1:33,Matt 23:38,Luke 1:32 | Luke 1:33 | Luke 1:34,Matt 23:37 | Matt 23:38 | Matt 23:39,5,0.078277
Luke 1:33,Matt 13:40,Luke 1:32 | Luke 1:33 | Luke 1:34,Matt 13:39 | Matt 13:40 | Matt 13:41,6,0.072736
Luke 1:33,Matt 22:8,Luke 1:32 | Luke 1:33 | Luke 1:34,Matt 22:7 | Matt 22:8 | Matt 22:9,7,0.072454
Luke 1:33,Matt 13:49,Luke 1:32 | Luke 1:33 | Luke 1:34,Matt 13:48 | Matt 13:49 | Matt 13:50,8,0.069344
Luke 1:33,Matt 28:20,Luke 1:32 | Luke 1:33 | Luke 1:34,Matt 28:19 | Matt 28:20,9,0.068677
Luke 1:33,Matt 21:19,Luke 1:32 | Luke 1:33 | Luke 1:34,Matt 21:18 | Matt 21:19 | Matt 21:20,10,0.067949
Luke 1:34,Matt 1:25,Luke 1:33 | Luke 1:34 | Luke 1:35,Matt 1:24 | Matt 1:25 | Matt 2:1,1,0.125857
Luke 1:34,Matt 10:26,Luke 1:33 | Luke 1:34 | Luke 1:35,Matt 10:25 | Matt 10:26 | Matt 10:27,2,0.116577
Luke 1:34,Matt 24:50,Luke 1:33 | Luke 1:34 | Luke 1:35,Matt 24:49 | Matt 24:50 | Matt 24:51,3,0.114583
Luke 1:34,Matt 24:39,Luke 1:33 | Luke 1:34 | Luke 1:35,Matt 24:38 | Matt 24:39 | Matt 24:40,4,0.102015
Luke 1:34,Matt 21:10,Luke 1:33 | Luke 1:34 | Luke 1:35,Matt 21:7 | Matt 21:10 | Matt 21:11,5,0.091506
Luke 1:34,Matt 27:54,Luke 1:33 | Luke 1:34 | Luke 1:35,Matt 27:53 | Matt 27:54 | Matt 27:55,6,0.067326
Luke 1:34,Matt 16:11,Luke 1:33 | Luke 1:34 | Luke 1:35,Matt 16:3 | Matt 16:11 | Matt 16:12,7,0.067323
Luke 1:34,Matt 22:45,Luke 1:33 | Luke 1:34 | Luke 1:35,Matt 22:43 | Matt 22:45 | Matt 23:1,8,0.064695
Luke 1:34,Matt 12:7,Luke 1:33 | Luke 1:34 | Luke 1:35,Matt 12:6 | Matt 12:7 | Matt 12:9,9,0.063753
Luke 1:34,Matt 22:43,Luke 1:33 | Luke 1:34 | Luke 1:35,Matt 22:41 | Matt 22:43 | Matt 22:45,10,0.062393
Luke 1:35,Matt 28:5,Luke 1:34 | Luke 1:35 | Luke 1:36,Matt 28:4 | Matt 28:5 | Matt 28:8,1,0.148553
Luke 1:35,Matt 12:32,Luke 1:34 | Luke 1:35 | Luke 1:36,Matt 12:30 | Matt 12:32 | Matt 12:33,2,0.148381
Luke 1:35,Matt 5:9,Luke 1:34 | Luke 1:35 | Luke 1:36,Matt 5:8 | Matt 5:9 | Matt 5:10,3,0.126866
Luke 1:35,Matt 1:20,Luke 1:34 | Luke 1:35 | Luke 1:36,Matt 1:19 | Matt 1:20 | Matt 1:21,4,0.103539
Luke 1:35,Matt 28:19,Luke 1:34 | Luke 1:35 | Luke 1:36,Matt 28:18 | Matt 28:19 | Matt 28:20,5,0.094920
Luke 1:35,Matt 1:18,Luke 1:34 | Luke 1:35 | Luke 1:36,Matt 1:17 | Matt 1:18 | Matt 1:19,6,0.084218
Luke 1:35,Matt 2:15,Luke 1:34 | Luke 1:35 | Luke 1:36,Matt 2:14 | Matt 2:15 | Matt 2:16,7,0.074107
Luke 1:35,Matt 12:28,Luke 1:34 | Luke 1:35 | Luke 1:36,Matt 12:23 | Matt 12:28 | Matt 12:30,8,0.070190
Luke 1:35,Matt 1:2,Luke 1:34 | Luke 1:35 | Luke 1:36,Matt 1:1 | Matt 1:2 | Matt 1:3,9,0.070160
Luke 1:35,Matt 27:52,Luke 1:34 | Luke 1:35 | Luke 1:36,Matt 27:44 | Matt 27:52 | Matt 27:53,10,0.066612
Luke 1:36,Matt 22:8,Luke 1:35 | Luke 1:36 | Luke 1:37,Matt 22:7 | Matt 22:8 | Matt 22:9,1,0.085652
Luke 1:36,Matt 22:3,Luke 1:35 | Luke 1:36 | Luke 1:37,Matt 22:2 | Matt 22:3 | Matt 22:4,2,0.062087
Luke 1:36,Matt 22:45,Luke 1:35 | Luke 1:36 | Luke 1:37,Matt 22:43 | Matt 22:45 | Matt 23:1,3,0.059757
Luke 1:36,Matt 20:5,Luke 1:35 | Luke 1:36 | Luke 1:37,Matt 20:4 | Matt 20:5 | Matt 20:6,4,0.052913
Luke 1:36,Matt 1:25,Luke 1:35 | Luke 1:36 | Luke 1:37,Matt 1:24 | Matt 1:25 | Matt 2:1,5,0.051809
Luke 1:36,Matt 5:9,Luke 1:35 | Luke 1:36 | Luke 1:37,Matt 5:8 | Matt 5:9 | Matt 5:10,6,0.051682
Luke 1:36,Matt 13:38,Luke 1:35 | Luke 1:36 | Luke 1:37,Matt 13:37 | Matt 13:38 | Matt 13:39,7,0.048177
Luke 1:36,Matt 1:21,Luke 1:35 | Luke 1:36 | Luke 1:37,Matt 1:20 | Matt 1:21 | Matt 1:22,8,0.047416
Luke 1:36,Matt 1:23,Luke 1:35 | Luke 1:36 | Luke 1:37,Matt 1:22 | Matt 1:23 | Matt 1:24,9,0.045031
Luke 1:36,Matt 12:23,Luke 1:35 | Luke 1:36 | Luke 1:37,Matt 12:22 | Matt 12:23 | Matt 12:28,10,0.041627
Luke 1:37,Matt 4:4,Luke 1:36 | Luke 1:37 | Luke 1:38,Matt 4:3 | Matt 4:4 | Matt 4:5,1,0.178375
Luke 1:37,Matt 12:36,Luke 1:36 | Luke 1:37 | Luke 1:38,Matt 12:35 | Matt 12:36 | Matt 12:37,2,0.162679
Luke 1:37,Matt 18:16,Luke 1:36 | Luke 1:37 | Luke 1:38,Matt 18:15 | Matt 18:16 | Matt 18:17,3,0.128797
Luke 1:37,Matt 27:14,Luke 1:36 | Luke 1:37 | Luke 1:38,Matt 27:13 | Matt 27:14 | Matt 27:16,4,0.078154
Luke 1:37,Matt 17:20,Luke 1:36 | Luke 1:37 | Luke 1:38,Matt 17:18 | Matt 17:20 | Matt 17:23,5,0.074985
Luke 1:37,Matt 12:28,Luke 1:36 | Luke 1:37 | Luke 1:38,Matt 12:23 | Matt 12:28 | Matt 12:30,6,0.065925
Luke 1:37,Matt 27:43,Luke 1:36 | Luke 1:37 | Luke 1:38,Matt 27:36 | Matt 27:43 | Matt 27:44,7,0.062024
Luke 1:37,Matt 19:18,Luke 1:36 | Luke 1:37 | Luke 1:38,Matt 19:15 | Matt 19:18 | Matt 19:19,8,0.058575
Luke 1:37,Matt 4:7,Luke 1:36 | Luke 1:37 | Luke 1:38,Matt 4:6 | Matt 4:7 | Matt 4:8,9,0.056258
Luke 1:37,Matt 5:8,Luke 1:36 | Luke 1:37 | Luke 1:38,Matt 5:7 | Matt 5:8 | Matt 5:9,10,0.049071
Luke 1:38,Matt 21:30,Luke 1:37 | Luke 1:38 | Luke 1:39,Matt 21:29 | Matt 21:30 | Matt 21:31,1,0.071425
