rank_in_chain	mark_ref	matt_ref	score	op_index	op	mark_segment	matt_segment
300	Mark 14:17	Matt 26:20	0.606758	4	equal	γενομενησ	γενομενησ
300	Mark 14:17	Matt 26:20	0.606758	5	replace	ερχεται	ανεκειτο
300	Mark 14:17	Matt 26:20	0.606758	6	equal	μετα των δωδεκα	μετα των δωδεκα
300	Mark 14:17	Matt 26:20	0.606758	7	insert		μαθητων
301	Mark 14:18	Matt 26:21	0.692818	1	delete	και ανακειμενων αυτων	
301	Mark 14:18	Matt 26:21	0.692818	2	equal	και εσθιοντων	και εσθιοντων
301	Mark 14:18	Matt 26:21	0.692818	3	replace	ο ιησουσ	αυτων
301	Mark 14:18	Matt 26:21	0.692818	4	equal	ειπεν αμην λεγω υμιν οτι εισ εξ υμων παραδωσει με	ειπεν αμην λεγω υμιν οτι εισ εξ υμων παραδωσει με
301	Mark 14:18	Matt 26:21	0.692818	5	delete	ο εσθιων μετ εμου	
302	Mark 14:19	Matt 26:22	0.578654	1	insert		και λυπουμενοι σφοδρα
302	Mark 14:19	Matt 26:22	0.578654	2	equal	ηρξαντο	ηρξαντο
302	Mark 14:19	Matt 26:22	0.578654	3	delete	λυπεισθαι και	
302	Mark 14:19	Matt 26:22	0.578654	4	equal	λεγειν αυτω εισ	λεγειν αυτω εισ
302	Mark 14:19	Matt 26:22	0.578654	5	replace	κατα εισ	εκαστοσ
302	Mark 14:19	Matt 26:22	0.578654	6	equal	μητι εγω	μητι εγω
302	Mark 14:19	Matt 26:22	0.578654	7	insert		ειμι κυριε
303	Mark 14:20	Matt 26:23	0.501238	1	equal	ο δε	ο δε
303	Mark 14:20	Matt 26:23	0.501238	2	insert		αποκριθεισ
303	Mark 14:20	Matt 26:23	0.501238	3	equal	ειπεν	ειπεν
303	Mark 14:20	Matt 26:23	0.501238	4	delete	αυτοισ εισ των δωδεκα	
303	Mark 14:20	Matt 26:23	0.501238	5	equal	ο	ο
303	Mark 14:20	Matt 26:23	0.501238	6	replace	εμβαπτομενοσ	εμβαψασ
303	Mark 14:20	Matt 26:23	0.501238	7	equal	μετ εμου	μετ εμου
303	Mark 14:20	Matt 26:23	0.501238	8	replace	εισ το τρυβλιον	την χειρα εν τω τρυβλιω ουτοσ με παραδωσει
304	Mark 14:21	Matt 26:24	0.725549	1	delete	οτι	
304	Mark 14:21	Matt 26:24	0.725549	2	equal	ο μεν υιοσ του ανθρωπου υπαγει καθωσ γεγραπται περι αυτου ουαι δε τω ανθρωπω εκεινω δι ου ο υιοσ του ανθρωπου παραδιδοται καλον	ο μεν υιοσ του ανθρωπου υπαγει καθωσ γεγραπται περι αυτου ουαι δε τω ανθρωπω εκεινω δι ου ο υιοσ του ανθρωπου παραδιδοται καλον
304	Mark 14:21	Matt 26:24	0.725549	3	insert		ην
304	Mark 14:21	Matt 26:24	0.725549	4	equal	αυτω ει ουκ εγεννηθη ο ανθρωποσ εκεινοσ	αυτω ει ουκ εγεννηθη ο ανθρωποσ εκεινοσ
305	Mark 14:22	Matt 26:26	0.697734	1	delete	και	
305	Mark 14:22	Matt 26:26	0.697734	2	equal	εσθιοντων	εσθιοντων
305	Mark 14:22	Matt 26:26	0.697734	3	insert		δε
305	Mark 14:22	Matt 26:26	0.697734	4	equal	αυτων λαβων	αυτων λαβων
305	Mark 14:22	Matt 26:26	0.697734	5	insert		ο ιησουσ
305	Mark 14:22	Matt 26:26	0.697734	6	equal	αρτον	αρτον
305	Mark 14:22	Matt 26:26	0.697734	7	insert		και
305	Mark 14:22	Matt 26:26	0.697734	8	equal	ευλογησασ εκλασεν και	ευλογησασ εκλασεν και
305	Mark 14:22	Matt 26:26	0.697734	9	replace	εδωκεν αυτοισ και	δουσ τοισ μαθηταισ
305	Mark 14:22	Matt 26:26	0.697734	10	equal	ειπεν λαβετε	ειπεν λαβετε
305	Mark 14:22	Matt 26:26	0.697734	11	insert		φαγετε
305	Mark 14:22	Matt 26:26	0.697734	12	equal	τουτο εστιν το σωμα μου	τουτο εστιν το σωμα μου
306	Mark 14:23	Matt 26:27	0.76241	1	equal	και λαβων ποτηριον	και λαβων ποτηριον
306	Mark 14:23	Matt 26:27	0.76241	2	insert		και
306	Mark 14:23	Matt 26:27	0.76241	3	equal	ευχαριστησασ εδωκεν αυτοισ	ευχαριστησασ εδωκεν αυτοισ
306	Mark 14:23	Matt 26:27	0.76241	4	replace	και επιον	λεγων πιετε
306	Mark 14:23	Matt 26:27	0.76241	5	equal	εξ αυτου παντεσ	εξ αυτου παντεσ
307	Mark 14:24	Matt 26:28	0.639363	1	delete	και ειπεν αυτοισ	
307	Mark 14:24	Matt 26:28	0.639363	2	equal	τουτο	τουτο
307	Mark 14:24	Matt 26:28	0.639363	3	insert		γαρ
307	Mark 14:24	Matt 26:28	0.639363	4	equal	εστιν το αιμα μου τησ διαθηκησ το	εστιν το αιμα μου τησ διαθηκησ το
307	Mark 14:24	Matt 26:28	0.639363	5	insert		περι πολλων
307	Mark 14:24	Matt 26:28	0.639363	6	equal	εκχυννομενον	εκχυννομενον
307	Mark 14:24	Matt 26:28	0.639363	7	replace	υπερ πολλων	εισ αφεσιν αμαρτιων
308	Mark 14:25	Matt 26:29	0.757064	1	delete	αμην	
308	Mark 14:25	Matt 26:29	0.757064	2	equal	λεγω	λεγω
308	Mark 14:25	Matt 26:29	0.757064	3	insert		δε
308	Mark 14:25	Matt 26:29	0.757064	4	equal	υμιν	υμιν
308	Mark 14:25	Matt 26:29	0.757064	5	delete	οτι ουκετι	
308	Mark 14:25	Matt 26:29	0.757064	6	equal	ου μη πιω	ου μη πιω
308	Mark 14:25	Matt 26:29	0.757064	7	insert		απ αρτι
308	Mark 14:25	Matt 26:29	0.757064	8	equal	εκ	εκ
308	Mark 14:25	Matt 26:29	0.757064	9	insert		τουτου
308	Mark 14:25	Matt 26:29	0.757064	10	equal	του γενηματοσ τησ αμπελου εωσ τησ ημερασ εκεινησ οταν αυτο πινω	του γενηματοσ τησ αμπελου εωσ τησ ημερασ εκεινησ οταν αυτο πινω
308	Mark 14:25	Matt 26:29	0.757064	11	insert		μεθ υμων
308	Mark 14:25	Matt 26:29	0.757064	12	equal	καινον εν τη βασιλεια του	καινον εν τη βασιλεια του
308	Mark 14:25	Matt 26:29	0.757064	13	replace	θεου	πατροσ μου
309	Mark 14:26	Matt 26:30	0.939266	1	equal	και υμνησαντεσ εξηλθον εισ το οροσ των ελαιων	και υμνησαντεσ εξηλθον εισ το οροσ των ελαιων
310	Mark 14:27	Matt 26:31	0.591702	1	replace	και	τοτε
310	Mark 14:27	Matt 26:31	0.591702	2	equal	λεγει αυτοισ ο ιησουσ	λεγει αυτοισ ο ιησουσ
310	Mark 14:27	Matt 26:31	0.591702	3	delete	οτι	
310	Mark 14:27	Matt 26:31	0.591702	4	equal	παντεσ	παντεσ
310	Mark 14:27	Matt 26:31	0.591702	5	insert		υμεισ
310	Mark 14:27	Matt 26:31	0.591702	6	equal	σκανδαλισθησεσθε	σκανδαλισθησεσθε
310	Mark 14:27	Matt 26:31	0.591702	7	replace	οτι	εν εμοι εν τη νυκτι ταυτη
310	Mark 14:27	Matt 26:31	0.591702	8	equal	γεγραπται	γεγραπται
310	Mark 14:27	Matt 26:31	0.591702	9	insert		γαρ
310	Mark 14:27	Matt 26:31	0.591702	10	equal	παταξω τον ποιμενα και	παταξω τον ποιμενα και
310	Mark 14:27	Matt 26:31	0.591702	11	insert		διασκορπισθησονται
310	Mark 14:27	Matt 26:31	0.591702	12	equal	τα προβατα	τα προβατα
310	Mark 14:27	Matt 26:31	0.591702	13	replace	διασκορπισθησονται	τησ ποιμνησ
311	Mark 14:28	Matt 26:32	0.796567	1	delete	αλλα	
311	Mark 14:28	Matt 26:32	0.796567	2	equal	μετα	μετα
311	Mark 14:28	Matt 26:32	0.796567	3	insert		δε
311	Mark 14:28	Matt 26:32	0.796567	4	equal	το εγερθηναι με προαξω υμασ εισ την γαλιλαιαν	το εγερθηναι με προαξω υμασ εισ την γαλιλαιαν
312	Mark 14:29	Matt 26:33	0.528763	1	insert		αποκριθεισ δε
312	Mark 14:29	Matt 26:33	0.528763	2	equal	ο	ο
312	Mark 14:29	Matt 26:33	0.528763	3	delete	δε	
312	Mark 14:29	Matt 26:33	0.528763	4	equal	πετροσ	πετροσ
312	Mark 14:29	Matt 26:33	0.528763	5	replace	εφη	ειπεν
312	Mark 14:29	Matt 26:33	0.528763	6	equal	αυτω ει	αυτω ει
312	Mark 14:29	Matt 26:33	0.528763	7	delete	και	
312	Mark 14:29	Matt 26:33	0.528763	8	equal	παντεσ σκανδαλισθησονται	παντεσ σκανδαλισθησονται
312	Mark 14:29	Matt 26:33	0.528763	9	replace	αλλ ουκ	εν σοι
312	Mark 14:29	Matt 26:33	0.528763	10	equal	εγω	εγω
312	Mark 14:29	Matt 26:33	0.528763	11	insert		ουδεποτε σκανδαλισθησομαι
313	Mark 14:30	Matt 26:34	0.65413	1	replace	και λεγει	εφη
313	Mark 14:30	Matt 26:34	0.65413	2	equal	αυτω ο ιησουσ αμην λεγω σοι οτι	αυτω ο ιησουσ αμην λεγω σοι οτι
313	Mark 14:30	Matt 26:34	0.65413	3	replace	συ σημερον	εν
313	Mark 14:30	Matt 26:34	0.65413	4	equal	ταυτη τη νυκτι πριν	ταυτη τη νυκτι πριν
313	Mark 14:30	Matt 26:34	0.65413	5	delete	η δισ	
313	Mark 14:30	Matt 26:34	0.65413	6	equal	αλεκτορα φωνησαι τρισ	αλεκτορα φωνησαι τρισ
313	Mark 14:30	Matt 26:34	0.65413	7	insert		απαρνηση
313	Mark 14:30	Matt 26:34	0.65413	8	equal	με	με
313	Mark 14:30	Matt 26:34	0.65413	9	delete	απαρνηση	
314	Mark 14:31	Matt 26:35	0.455496	1	insert		λεγει αυτω
314	Mark 14:31	Matt 26:35	0.455496	2	equal	ο	ο
314	Mark 14:31	Matt 26:35	0.455496	3	replace	δε εκπερισσωσ ελαλει εαν	πετροσ καν
314	Mark 14:31	Matt 26:35	0.455496	4	equal	δεη με	δεη με
314	Mark 14:31	Matt 26:35	0.455496	5	replace	συναποθανειν	συν
314	Mark 14:31	Matt 26:35	0.455496	6	equal	σοι	σοι
314	Mark 14:31	Matt 26:35	0.455496	7	insert		αποθανειν
314	Mark 14:31	Matt 26:35	0.455496	8	equal	ου μη σε απαρνησομαι	ου μη σε απαρνησομαι
314	Mark 14:31	Matt 26:35	0.455496	9	replace	ωσαυτωσ δε	ομοιωσ
314	Mark 14:31	Matt 26:35	0.455496	10	equal	και παντεσ	και παντεσ
314	Mark 14:31	Matt 26:35	0.455496	11	replace	ελεγον	οι μαθηται ειπαν
315	Mark 14:32	Matt 26:36	0.530201	1	replace	και ερχονται	τοτε ερχεται μετ αυτων ο ιησουσ
315	Mark 14:32	Matt 26:36	0.530201	2	equal	εισ χωριον	εισ χωριον
315	Mark 14:32	Matt 26:36	0.530201	3	replace	ου το ονομα	λεγομενον
315	Mark 14:32	Matt 26:36	0.530201	4	equal	γεθσημανι και λεγει τοισ μαθηταισ	γεθσημανι και λεγει τοισ μαθηταισ
315	Mark 14:32	Matt 26:36	0.530201	5	insert		καθισατε
315	Mark 14:32	Matt 26:36	0.530201	6	equal	αυτου	αυτου
315	Mark 14:32	Matt 26:36	0.530201	7	delete	καθισατε ωδε	
315	Mark 14:32	Matt 26:36	0.530201	8	equal	εωσ	εωσ
315	Mark 14:32	Matt 26:36	0.530201	9	insert		ου απελθων εκει
315	Mark 14:32	Matt 26:36	0.530201	10	equal	προσευξωμαι	προσευξωμαι
316	Mark 14:33	Matt 26:37	0.516255	1	equal	και	και
316	Mark 14:33	Matt 26:37	0.516255	2	replace	παραλαμβανει	παραλαβων
316	Mark 14:33	Matt 26:37	0.516255	3	equal	τον πετρον και	τον πετρον και
316	Mark 14:33	Matt 26:37	0.516255	4	replace	ιακωβον και ιωαννην μετ αυτου και	τουσ δυο υιουσ ζεβεδαιου
316	Mark 14:33	Matt 26:37	0.516255	5	equal	ηρξατο	ηρξατο
316	Mark 14:33	Matt 26:37	0.516255	6	replace	εκθαμβεισθαι	λυπεισθαι
316	Mark 14:33	Matt 26:37	0.516255	7	equal	και αδημονειν	και αδημονειν
317	Mark 14:34	Matt 26:38	0.796165	1	replace	και	τοτε
317	Mark 14:34	Matt 26:38	0.796165	2	equal	λεγει αυτοισ περιλυποσ εστιν η ψυχη μου εωσ θανατου μεινατε ωδε και γρηγορειτε	λεγει αυτοισ περιλυποσ εστιν η ψυχη μου εωσ θανατου μεινατε ωδε και γρηγορειτε
317	Mark 14:34	Matt 26:38	0.796165	3	insert		μετ εμου
318	Mark 14:35	Matt 26:39	0.519396	1	equal	και προελθων μικρον	και προελθων μικρον
318	Mark 14:35	Matt 26:39	0.519396	2	replace	επιπτεν	επεσεν
318	Mark 14:35	Matt 26:39	0.519396	3	equal	επι	επι
318	Mark 14:35	Matt 26:39	0.519396	4	replace	τησ γησ	προσωπον αυτου προσευχομενοσ
318	Mark 14:35	Matt 26:39	0.519396	5	equal	και	και
318	Mark 14:35	Matt 26:39	0.519396	6	replace	προσηυχετο ινα	λεγων πατερ μου
318	Mark 14:35	Matt 26:39	0.519396	7	equal	ει δυνατον εστιν	ει δυνατον εστιν
318	Mark 14:35	Matt 26:39	0.519396	8	replace	παρελθη	παρελθατω
318	Mark 14:35	Matt 26:39	0.519396	9	equal	απ	απ
318	Mark 14:35	Matt 26:39	0.519396	10	replace	αυτου η ωρα	εμου το ποτηριον τουτο πλην ουχ ωσ εγω θελω αλλ ωσ συ
319	Mark 14:37	Matt 26:40	0.717432	1	equal	και ερχεται	και ερχεται
319	Mark 14:37	Matt 26:40	0.717432	2	insert		προσ τουσ μαθητασ
319	Mark 14:37	Matt 26:40	0.717432	3	equal	και ευρισκει αυτουσ καθευδοντασ και λεγει τω πετρω	και ευρισκει αυτουσ καθευδοντασ και λεγει τω πετρω
319	Mark 14:37	Matt 26:40	0.717432	4	replace	σιμων καθευδεισ	ουτωσ
319	Mark 14:37	Matt 26:40	0.717432	5	equal	ουκ	ουκ
319	Mark 14:37	Matt 26:40	0.717432	6	replace	ισχυσασ	ισχυσατε
319	Mark 14:37	Matt 26:40	0.717432	7	equal	μιαν ωραν γρηγορησαι	μιαν ωραν γρηγορησαι
319	Mark 14:37	Matt 26:40	0.717432	8	insert		μετ εμου
320	Mark 14:38	Matt 26:41	0.845791	1	equal	γρηγορειτε και προσευχεσθε ινα μη	γρηγορειτε και προσευχεσθε ινα μη
320	Mark 14:38	Matt 26:41	0.845791	2	replace	ελθητε	εισελθητε
320	Mark 14:38	Matt 26:41	0.845791	3	equal	εισ πειρασμον το μεν πνευμα προθυμον η δε σαρξ ασθενησ	εισ πειρασμον το μεν πνευμα προθυμον η δε σαρξ ασθενησ
321	Mark 14:39	Matt 26:42	0.38734	1	delete	και	
321	Mark 14:39	Matt 26:42	0.38734	2	equal	παλιν	παλιν
321	Mark 14:39	Matt 26:42	0.38734	3	insert		εκ δευτερου
321	Mark 14:39	Matt 26:42	0.38734	4	equal	απελθων προσηυξατο	απελθων προσηυξατο
321	Mark 14:39	Matt 26:42	0.38734	5	replace	τον αυτον λογον ειπων	λεγων πατερ μου ει ου δυναται τουτο παρελθειν εαν μη αυτο πιω γενηθητω το θελημα σου
322	Mark 14:40	Matt 26:43	0.566826	1	equal	και	και
322	Mark 14:40	Matt 26:43	0.566826	2	insert		ελθων
322	Mark 14:40	Matt 26:43	0.566826	3	equal	παλιν	παλιν
322	Mark 14:40	Matt 26:43	0.566826	4	delete	ελθων	
322	Mark 14:40	Matt 26:43	0.566826	5	equal	ευρεν αυτουσ καθευδοντασ ησαν γαρ αυτων οι οφθαλμοι	ευρεν αυτουσ καθευδοντασ ησαν γαρ αυτων οι οφθαλμοι
322	Mark 14:40	Matt 26:43	0.566826	6	replace	καταβαρυνομενοι και ουκ ηδεισαν τι αποκριθωσιν αυτω	βεβαρημενοι
323	Mark 14:41	Matt 26:45	0.698193	1	replace	και	τοτε
323	Mark 14:41	Matt 26:45	0.698193	2	equal	ερχεται	ερχεται
323	Mark 14:41	Matt 26:45	0.698193	3	replace	το τριτον	προσ τουσ μαθητασ
323	Mark 14:41	Matt 26:45	0.698193	4	equal	και λεγει αυτοισ καθευδετε το λοιπον και αναπαυεσθε	και λεγει αυτοισ καθευδετε το λοιπον και αναπαυεσθε
323	Mark 14:41	Matt 26:45	0.698193	5	replace	απεχει ηλθεν	ιδου ηγγικεν
323	Mark 14:41	Matt 26:45	0.698193	6	equal	η ωρα	η ωρα
323	Mark 14:41	Matt 26:45	0.698193	7	replace	ιδου παραδιδοται	και
323	Mark 14:41	Matt 26:45	0.698193	8	equal	ο υιοσ του ανθρωπου	ο υιοσ του ανθρωπου
323	Mark 14:41	Matt 26:45	0.698193	9	insert		παραδιδοται
323	Mark 14:41	Matt 26:45	0.698193	10	equal	εισ	εισ
323	Mark 14:41	Matt 26:45	0.698193	11	delete	τασ	
323	Mark 14:41	Matt 26:45	0.698193	12	equal	χειρασ	χειρασ
323	Mark 14:41	Matt 26:45	0.698193	13	delete	των	
323	Mark 14:41	Matt 26:45	0.698193	14	equal	αμαρτωλων	αμαρτωλων
324	Mark 14:42	Matt 26:46	0.816691	1	equal	εγειρεσθε αγωμεν ιδου	εγειρεσθε αγωμεν ιδου
324	Mark 14:42	Matt 26:46	0.816691	2	insert		ηγγικεν
324	Mark 14:42	Matt 26:46	0.816691	3	equal	ο παραδιδουσ με	ο παραδιδουσ με
324	Mark 14:42	Matt 26:46	0.816691	4	delete	ηγγικεν	
325	Mark 14:43	Matt 26:47	0.683362	1	equal	και	και
325	Mark 14:43	Matt 26:47	0.683362	2	delete	ευθυσ	
325	Mark 14:43	Matt 26:47	0.683362	3	equal	ετι αυτου λαλουντοσ	ετι αυτου λαλουντοσ
325	Mark 14:43	Matt 26:47	0.683362	4	replace	παραγινεται	ιδου
325	Mark 14:43	Matt 26:47	0.683362	5	equal	ιουδασ εισ των δωδεκα	ιουδασ εισ των δωδεκα
325	Mark 14:43	Matt 26:47	0.683362	6	insert		ηλθεν
325	Mark 14:43	Matt 26:47	0.683362	7	equal	και μετ αυτου οχλοσ	και μετ αυτου οχλοσ
325	Mark 14:43	Matt 26:47	0.683362	8	insert		πολυσ
325	Mark 14:43	Matt 26:47	0.683362	9	equal	μετα μαχαιρων και ξυλων	μετα μαχαιρων και ξυλων
325	Mark 14:43	Matt 26:47	0.683362	10	replace	παρα	απο
325	Mark 14:43	Matt 26:47	0.683362	11	equal	των αρχιερεων και	των αρχιερεων και
325	Mark 14:43	Matt 26:47	0.683362	12	delete	των γραμματεων και των	
325	Mark 14:43	Matt 26:47	0.683362	13	equal	πρεσβυτερων	πρεσβυτερων
325	Mark 14:43	Matt 26:47	0.683362	14	insert		του λαου
326	Mark 14:44	Matt 26:48	0.664158	1	replace	δεδωκει	ο
326	Mark 14:44	Matt 26:48	0.664158	2	equal	δε	δε
326	Mark 14:44	Matt 26:48	0.664158	3	delete	ο	
326	Mark 14:44	Matt 26:48	0.664158	4	equal	παραδιδουσ αυτον	παραδιδουσ αυτον
326	Mark 14:44	Matt 26:48	0.664158	5	replace	συσσημον	εδωκεν
326	Mark 14:44	Matt 26:48	0.664158	6	equal	αυτοισ	αυτοισ
326	Mark 14:44	Matt 26:48	0.664158	7	insert		σημειον
326	Mark 14:44	Matt 26:48	0.664158	8	equal	λεγων ον αν φιλησω αυτοσ εστιν κρατησατε αυτον	λεγων ον αν φιλησω αυτοσ εστιν κρατησατε αυτον
326	Mark 14:44	Matt 26:48	0.664158	9	delete	και απαγετε ασφαλωσ	
327	Mark 14:45	Matt 26:49	0.5617	1	equal	και	και
327	Mark 14:45	Matt 26:49	0.5617	2	replace	ελθων ευθυσ	ευθεωσ
327	Mark 14:45	Matt 26:49	0.5617	3	equal	προσελθων	προσελθων
327	Mark 14:45	Matt 26:49	0.5617	4	replace	αυτω λεγει	τω ιησου ειπεν χαιρε
327	Mark 14:45	Matt 26:49	0.5617	5	equal	ραββι και κατεφιλησεν αυτον	ραββι και κατεφιλησεν αυτον
328	Mark 14:46	Matt 26:50	0.448544	1	replace	οι	ο
328	Mark 14:46	Matt 26:50	0.448544	2	equal	δε	δε
328	Mark 14:46	Matt 26:50	0.448544	3	replace	επεβαλαν	ιησουσ ειπεν αυτω εταιρε εφ ο παρει τοτε προσελθοντεσ επεβαλον
328	Mark 14:46	Matt 26:50	0.448544	4	equal	τασ χειρασ	τασ χειρασ
328	Mark 14:46	Matt 26:50	0.448544	5	replace	αυτω	επι τον ιησουν
328	Mark 14:46	Matt 26:50	0.448544	6	equal	και εκρατησαν αυτον	και εκρατησαν αυτον
329	Mark 14:47	Matt 26:51	0.413514	1	insert		και ιδου
329	Mark 14:47	Matt 26:51	0.413514	2	equal	εισ	εισ
329	Mark 14:47	Matt 26:51	0.413514	3	delete	δε τισ	
329	Mark 14:47	Matt 26:51	0.413514	4	equal	των	των
329	Mark 14:47	Matt 26:51	0.413514	5	replace	παρεστηκοτων σπασαμενοσ	μετα ιησου εκτεινασ την χειρα απεσπασεν
329	Mark 14:47	Matt 26:51	0.413514	6	equal	την μαχαιραν	την μαχαιραν
329	Mark 14:47	Matt 26:51	0.413514	7	replace	επαισεν	αυτου και παταξασ
329	Mark 14:47	Matt 26:51	0.413514	8	equal	τον δουλον του αρχιερεωσ	τον δουλον του αρχιερεωσ
329	Mark 14:47	Matt 26:51	0.413514	9	delete	και	
329	Mark 14:47	Matt 26:51	0.413514	10	equal	αφειλεν αυτου το	αφειλεν αυτου το
329	Mark 14:47	Matt 26:51	0.413514	11	replace	ωταριον	ωτιον
330	Mark 14:48	Matt 26:55	0.539297	1	replace	και αποκριθεισ	εν εκεινη τη ωρα ειπεν
330	Mark 14:48	Matt 26:55	0.539297	2	equal	ο ιησουσ	ο ιησουσ
330	Mark 14:48	Matt 26:55	0.539297	3	replace	ειπεν αυτοισ	τοισ οχλοισ
330	Mark 14:48	Matt 26:55	0.539297	4	equal	ωσ επι ληστην εξηλθατε μετα μαχαιρων και ξυλων συλλαβειν με	ωσ επι ληστην εξηλθατε μετα μαχαιρων και ξυλων συλλαβειν με
330	Mark 14:48	Matt 26:55	0.539297	5	insert		καθ ημεραν εν τω ιερω εκαθεζομην διδασκων και ουκ εκρατησατε με
331	Mark 14:50	Matt 26:56	0.36158	1	replace	και	τουτο δε ολον γεγονεν ινα πληρωθωσιν αι γραφαι των προφητων τοτε οι μαθηται παντεσ
331	Mark 14:50	Matt 26:56	0.36158	2	equal	αφεντεσ αυτον εφυγον	αφεντεσ αυτον εφυγον
331	Mark 14:50	Matt 26:56	0.36158	3	delete	παντεσ	
332	Mark 14:53	Matt 26:57	0.502357	1	replace	και απηγαγον	οι δε κρατησαντεσ
332	Mark 14:53	Matt 26:57	0.502357	2	equal	τον ιησουν	τον ιησουν
332	Mark 14:53	Matt 26:57	0.502357	3	insert		απηγαγον
332	Mark 14:53	Matt 26:57	0.502357	4	equal	προσ	προσ
332	Mark 14:53	Matt 26:57	0.502357	5	insert		καιαφαν
332	Mark 14:53	Matt 26:57	0.502357	6	equal	τον αρχιερεα	τον αρχιερεα
332	Mark 14:53	Matt 26:57	0.502357	7	replace	και συνερχονται παντεσ	οπου
332	Mark 14:53	Matt 26:57	0.502357	8	equal	οι	οι
332	Mark 14:53	Matt 26:57	0.502357	9	replace	αρχιερεισ	γραμματεισ
332	Mark 14:53	Matt 26:57	0.502357	10	equal	και οι πρεσβυτεροι	και οι πρεσβυτεροι
332	Mark 14:53	Matt 26:57	0.502357	11	replace	και οι γραμματεισ	συνηχθησαν
333	Mark 14:54	Matt 26:58	0.524594	1	delete	και	
333	Mark 14:54	Matt 26:58	0.524594	2	equal	ο	ο
333	Mark 14:54	Matt 26:58	0.524594	3	insert		δε
333	Mark 14:54	Matt 26:58	0.524594	4	equal	πετροσ	πετροσ
333	Mark 14:54	Matt 26:58	0.524594	5	insert		ηκολουθει αυτω
333	Mark 14:54	Matt 26:58	0.524594	6	equal	απο μακροθεν	απο μακροθεν
333	Mark 14:54	Matt 26:58	0.524594	7	delete	ηκολουθησεν αυτω	
333	Mark 14:54	Matt 26:58	0.524594	8	equal	εωσ	εωσ
333	Mark 14:54	Matt 26:58	0.524594	9	replace	εσω εισ την αυλην	τησ αυλησ
333	Mark 14:54	Matt 26:58	0.524594	10	equal	του αρχιερεωσ και	του αρχιερεωσ και
333	Mark 14:54	Matt 26:58	0.524594	11	replace	ην συγκαθημενοσ	εισελθων εσω εκαθητο
333	Mark 14:54	Matt 26:58	0.524594	12	equal	μετα των υπηρετων	μετα των υπηρετων
333	Mark 14:54	Matt 26:58	0.524594	13	replace	και θερμαινομενοσ προσ	ιδειν
333	Mark 14:54	Matt 26:58	0.524594	14	equal	το	το
333	Mark 14:54	Matt 26:58	0.524594	15	replace	φωσ	τελοσ
334	Mark 14:55	Matt 26:59	0.573288	1	equal	οι δε αρχιερεισ και	οι δε αρχιερεισ και
334	Mark 14:55	Matt 26:59	0.573288	2	delete	ολον	
334	Mark 14:55	Matt 26:59	0.573288	3	equal	το συνεδριον	το συνεδριον
334	Mark 14:55	Matt 26:59	0.573288	4	insert		ολον
334	Mark 14:55	Matt 26:59	0.573288	5	equal	εζητουν	εζητουν
334	Mark 14:55	Matt 26:59	0.573288	6	insert		ψευδομαρτυριαν
334	Mark 14:55	Matt 26:59	0.573288	7	equal	κατα του ιησου	κατα του ιησου
334	Mark 14:55	Matt 26:59	0.573288	8	replace	μαρτυριαν εισ το θανατωσαι	οπωσ
334	Mark 14:55	Matt 26:59	0.573288	9	equal	αυτον	αυτον
334	Mark 14:55	Matt 26:59	0.573288	10	replace	και ουχ ηυρισκον	θανατωσωσιν
335	Mark 14:58	Matt 26:61	0.379377	1	replace	οτι ημεισ ηκουσαμεν αυτου λεγοντοσ οτι εγω καταλυσω	ειπαν ουτοσ εφη δυναμαι καταλυσαι
335	Mark 14:58	Matt 26:61	0.379377	2	equal	τον ναον	τον ναον
335	Mark 14:58	Matt 26:61	0.379377	3	replace	τουτον τον χειροποιητον	του θεου
335	Mark 14:58	Matt 26:61	0.379377	4	equal	και δια τριων ημερων	και δια τριων ημερων
335	Mark 14:58	Matt 26:61	0.379377	5	replace	αλλον αχειροποιητον οικοδομησω	οικοδομησαι
336	Mark 14:60	Matt 26:62	0.601226	1	equal	και αναστασ ο αρχιερευσ	και αναστασ ο αρχιερευσ
336	Mark 14:60	Matt 26:62	0.601226	2	replace	εισ μεσον επηρωτησεν τον ιησουν λεγων ουκ	ειπεν αυτω ουδεν
336	Mark 14:60	Matt 26:62	0.601226	3	equal	αποκρινη	αποκρινη
336	Mark 14:60	Matt 26:62	0.601226	4	delete	ουδεν	
336	Mark 14:60	Matt 26:62	0.601226	5	equal	τι ουτοι σου καταμαρτυρουσιν	τι ουτοι σου καταμαρτυρουσιν
337	Mark 14:61	Matt 26:63	0.481808	1	equal	ο δε	ο δε
337	Mark 14:61	Matt 26:63	0.481808	2	insert		ιησουσ
337	Mark 14:61	Matt 26:63	0.481808	3	equal	εσιωπα και	εσιωπα και
337	Mark 14:61	Matt 26:63	0.481808	4	delete	ουκ απεκρινατο ουδεν παλιν	
337	Mark 14:61	Matt 26:63	0.481808	5	equal	ο αρχιερευσ	ο αρχιερευσ
337	Mark 14:61	Matt 26:63	0.481808	6	replace	επηρωτα αυτον και λεγει	ειπεν
337	Mark 14:61	Matt 26:63	0.481808	7	equal	αυτω	αυτω
337	Mark 14:61	Matt 26:63	0.481808	8	insert		εξορκιζω σε κατα του θεου του ζωντοσ ινα ημιν ειπησ ει
337	Mark 14:61	Matt 26:63	0.481808	9	equal	συ ει ο χριστοσ ο υιοσ του	συ ει ο χριστοσ ο υιοσ του
